drugbank_id	drugbank_name	class_id	class_name
DB00470	Dronabinol	D006728	Hormones
DB00470	Dronabinol	D018377	Neurotransmitter Agents
DB00470	Dronabinol	D011619	Psychotropic Drugs
DB00470	Dronabinol	D018689	Sensory System Agents
DB00471	Montelukast	N0000175777	Leukotriene Receptor Antagonist
DB00471	Montelukast	N0000000083	Leukotriene Receptor Antagonists
DB00471	Montelukast	D018927	Anti-Asthmatic Agents
DB00471	Montelukast	CHEBI:38070	anti-arrhythmia drug
DB00471	Montelukast	CHEBI:49167	anti-asthmatic drug
DB00471	Montelukast	CHEBI:49159	leukotriene antagonist
DB00471	Montelukast	D065694	Cytochrome P-450 CYP1A2 Inducers
DB00471	Montelukast	D006727	Hormone Antagonists
DB00471	Montelukast	D020024	Leukotriene Antagonists
DB00471	Montelukast	D019141	Respiratory System Agents
DB00472	Fluoxetine	N0000175696	Serotonin Reuptake Inhibitor
DB00472	Fluoxetine	CHEBI:88188	drug allergen
DB00472	Fluoxetine	CHEBI:50949	serotonin uptake inhibitor
DB00472	Fluoxetine	CHEBI:35480	analgesic
DB00472	Fluoxetine	CHEBI:35469	antidepressant
DB00472	Fluoxetine	D000928	Antidepressive Agents
DB00472	Fluoxetine	D018687	Antidepressive Agents, Second-Generation
DB00472	Fluoxetine	D002491	Central Nervous System Agents
DB00472	Fluoxetine	D065690	Cytochrome P-450 CYP2D6 Inhibitors
DB00472	Fluoxetine	D065607	Cytochrome P-450 Enzyme Inhibitors
DB00472	Fluoxetine	D004791	Enzyme Inhibitors
DB00472	Fluoxetine	D049990	Membrane Transport Modulators
DB00472	Fluoxetine	D018377	Neurotransmitter Agents
DB00472	Fluoxetine	D014179	Neurotransmitter Uptake Inhibitors
DB00472	Fluoxetine	D011619	Psychotropic Drugs
DB00472	Fluoxetine	D018490	Serotonin Agents
DB00472	Fluoxetine	D017367	Serotonin Uptake Inhibitors
DB00474	Methohexital	N0000175693	Barbiturate
DB00474	Methohexital	N0000008016	Barbiturates
DB00474	Methohexital	D000777	Anesthetics
DB00474	Methohexital	D018686	Anesthetics, Intravenous
DB00474	Methohexital	CHEBI:38877	intravenous anaesthetic
DB00474	Methohexital	D002491	Central Nervous System Agents
DB00474	Methohexital	D002492	Central Nervous System Depressants
DB00475	Chlordiazepoxide	N0000175694	Benzodiazepine
DB00475	Chlordiazepoxide	N0000007542	Benzodiazepines
DB00475	Chlordiazepoxide	D000759	Adjuvants, Anesthesia
DB00475	Chlordiazepoxide	D014151	Anti-Anxiety Agents
DB00475	Chlordiazepoxide	CHEBI:60807	anaesthesia adjuvant
DB00475	Chlordiazepoxide	CHEBI:35717	sedative
DB00475	Chlordiazepoxide	CHEBI:35474	anxiolytic drug
DB00475	Chlordiazepoxide	D002491	Central Nervous System Agents
DB00475	Chlordiazepoxide	D002492	Central Nervous System Depressants
DB00475	Chlordiazepoxide	D018682	GABA Agents
DB00475	Chlordiazepoxide	D018757	GABA Modulators
DB00475	Chlordiazepoxide	D006993	Hypnotics and Sedatives
DB00475	Chlordiazepoxide	D018377	Neurotransmitter Agents
DB00475	Chlordiazepoxide	D011619	Psychotropic Drugs
DB00475	Chlordiazepoxide	D014149	Tranquilizing Agents
DB00476	Duloxetine	N0000000102	Norepinephrine Uptake Inhibitors
DB00476	Duloxetine	N0000175749	Serotonin and Norepinephrine Reuptake Inhibitor
DB00476	Duloxetine	N0000000109	Serotonin Uptake Inhibitors
DB00476	Duloxetine	D000700	Analgesics
DB00476	Duloxetine	CHEBI:35469	antidepressant
DB00476	Duloxetine	D000928	Antidepressive Agents
DB00476	Duloxetine	D002491	Central Nervous System Agents
DB00476	Duloxetine	D015259	Dopamine Agents
DB00476	Duloxetine	D049990	Membrane Transport Modulators
DB00476	Duloxetine	D018377	Neurotransmitter Agents
DB00476	Duloxetine	D014179	Neurotransmitter Uptake Inhibitors
DB00476	Duloxetine	D011619	Psychotropic Drugs
DB00476	Duloxetine	D018689	Sensory System Agents
DB00476	Duloxetine	D000068760	Serotonin and Noradrenaline Reuptake Inhibitors
DB00477	Chlorpromazine	N0000175746	Phenothiazine
DB00477	Chlorpromazine	N0000007544	Phenothiazines
DB00477	Chlorpromazine	CHEBI:50919	antiemetic
DB00477	Chlorpromazine	CHEBI:48561	dopaminergic antagonist
DB00477	Chlorpromazine	CHEBI:37930	phenothiazine antipsychotic drug
DB00477	Chlorpromazine	D000932	Antiemetics
DB00477	Chlorpromazine	D014150	Antipsychotic Agents
DB00477	Chlorpromazine	D002491	Central Nervous System Agents
DB00477	Chlorpromazine	D002492	Central Nervous System Depressants
DB00477	Chlorpromazine	D015259	Dopamine Agents
DB00477	Chlorpromazine	D018492	Dopamine Antagonists
DB00477	Chlorpromazine	D005765	Gastrointestinal Agents
DB00477	Chlorpromazine	D018377	Neurotransmitter Agents
DB00477	Chlorpromazine	D011619	Psychotropic Drugs
DB00477	Chlorpromazine	D014149	Tranquilizing Agents
DB00478	Rimantadine	N0000175543	Influenza A M2 Protein Inhibitor
DB00478	Rimantadine	N0000175542	M2 Protein Inhibitors
DB00478	Rimantadine	D000890	Anti-Infective Agents
DB00478	Rimantadine	D000998	Antiviral Agents
DB00478	Rimantadine	D004791	Enzyme Inhibitors
DB00478	Rimantadine	D019384	Nucleic Acid Synthesis Inhibitors
DB00479	Amikacin	N0000175477	Aminoglycoside Antibacterial
DB00479	Amikacin	N0000007853	Aminoglycosides
DB00479	Amikacin	D000900	Anti-Bacterial Agents
DB00479	Amikacin	D000890	Anti-Infective Agents
DB00479	Amikacin	CHEBI:36047	antibacterial drug
DB00480	Lenalidomide	N0000184014	Thalidomide Analog
DB00480	Lenalidomide	D020533	Angiogenesis Inhibitors
DB00480	Lenalidomide	CHEBI:48422	angiogenesis inhibitor
DB00480	Lenalidomide	CHEBI:35610	antineoplastic agent
DB00480	Lenalidomide	CHEBI:50846	immunomodulator
DB00480	Lenalidomide	D000970	Antineoplastic Agents
DB00480	Lenalidomide	D006131	Growth Inhibitors
DB00480	Lenalidomide	D006133	Growth Substances
DB00480	Lenalidomide	D007155	Immunologic Factors
DB00481	Raloxifene	N0000175826	Estrogen Agonist/Antagonist
DB00481	Raloxifene	CHEBI:50646	bone density conservation agent
DB00481	Raloxifene	CHEBI:50739	estrogen receptor modulator
DB00481	Raloxifene	CHEBI:50837	estrogen antagonist
DB00481	Raloxifene	D050071	Bone Density Conservation Agents
DB00481	Raloxifene	D004965	Estrogen Antagonists
DB00481	Raloxifene	D020847	Estrogen Receptor Modulators
DB00481	Raloxifene	D006727	Hormone Antagonists
DB00481	Raloxifene	D020845	Selective Estrogen Receptor Modulators
DB00482	Celecoxib	N0000175721	Nonsteroidal Anti-inflammatory Compounds
DB00482	Celecoxib	N0000175722	Nonsteroidal Anti-inflammatory Drug
DB00482	Celecoxib	D000700	Analgesics
DB00482	Celecoxib	D018712	Analgesics, Non-Narcotic
DB00482	Celecoxib	D000893	Anti-Inflammatory Agents
DB00482	Celecoxib	D000894	Anti-Inflammatory Agents, Non-Steroidal
DB00482	Celecoxib	CHEBI:35481	non-narcotic analgesic
DB00482	Celecoxib	D018501	Antirheumatic Agents
DB00482	Celecoxib	D052246	Cyclooxygenase 2 Inhibitors
DB00482	Celecoxib	D016861	Cyclooxygenase Inhibitors
DB00482	Celecoxib	D004791	Enzyme Inhibitors
DB00482	Celecoxib	D018689	Sensory System Agents
DB00483	Gallamine Triethiodide	D018678	Cholinergic Agents
DB00483	Gallamine Triethiodide	D018680	Cholinergic Antagonists
DB00483	Gallamine Triethiodide	D009465	Neuromuscular Agents
DB00483	Gallamine Triethiodide	D009466	Neuromuscular Blocking Agents
DB00483	Gallamine Triethiodide	D003473	Neuromuscular Nondepolarizing Agents
DB00483	Gallamine Triethiodide	D018377	Neurotransmitter Agents
DB00483	Gallamine Triethiodide	D018733	Nicotinic Antagonists
DB00484	Brimonidine	D018663	Adrenergic Agents
DB00484	Brimonidine	D000322	Adrenergic Agonists
DB00484	Brimonidine	D058647	Adrenergic alpha-2 Receptor Agonists
DB00484	Brimonidine	D000316	Adrenergic alpha-Agonists
DB00484	Brimonidine	CHEBI:37886	adrenergic agonist
DB00484	Brimonidine	CHEBI:35674	antihypertensive agent
DB00484	Brimonidine	CHEBI:35569	alpha-adrenergic agonist
DB00484	Brimonidine	D000959	Antihypertensive Agents
DB00484	Brimonidine	D002317	Cardiovascular Agents
DB00484	Brimonidine	D018377	Neurotransmitter Agents
DB00485	Dicloxacillin	N0000175497	Penicillin-class Antibacterial
DB00485	Dicloxacillin	N0000011281	Penicillins
DB00485	Dicloxacillin	D000900	Anti-Bacterial Agents
DB00485	Dicloxacillin	D000890	Anti-Infective Agents
DB00485	Dicloxacillin	CHEBI:36047	antibacterial drug
DB00486	Nabilone	N0000175782	Cannabinoid
DB00486	Nabilone	N0000008010	Cannabinoids
DB00486	Nabilone	D014151	Anti-Anxiety Agents
DB00486	Nabilone	D000932	Antiemetics
DB00486	Nabilone	D002491	Central Nervous System Agents
DB00486	Nabilone	D002492	Central Nervous System Depressants
DB00486	Nabilone	D005765	Gastrointestinal Agents
DB00486	Nabilone	D011619	Psychotropic Drugs
DB00486	Nabilone	D014149	Tranquilizing Agents
DB00487	Pefloxacin	D000900	Anti-Bacterial Agents
DB00487	Pefloxacin	D000890	Anti-Infective Agents
DB00487	Pefloxacin	CHEBI:35441	antiinfective agent
DB00487	Pefloxacin	D000970	Antineoplastic Agents
DB00487	Pefloxacin	D065609	Cytochrome P-450 CYP1A2 Inhibitors
DB00487	Pefloxacin	D065607	Cytochrome P-450 Enzyme Inhibitors
DB00487	Pefloxacin	D004791	Enzyme Inhibitors
DB00487	Pefloxacin	D059005	Topoisomerase II Inhibitors
DB00488	Altretamine	N0000000236	Alkylating Activity
DB00488	Altretamine	N0000175558	Alkylating Drug
DB00488	Altretamine	D000477	Alkylating Agents
DB00488	Altretamine	D000970	Antineoplastic Agents
DB00488	Altretamine	D018906	Antineoplastic Agents, Alkylating
DB00488	Altretamine	D009676	Noxae
DB00489	Sotalol	N0000175426	Antiarrhythmic
DB00489	Sotalol	N0000008330	Cardiac Rhythm Alteration
DB00489	Sotalol	D018663	Adrenergic Agents
DB00489	Sotalol	D018674	Adrenergic Antagonists
DB00489	Sotalol	D000319	Adrenergic beta-Antagonists
DB00489	Sotalol	D000889	Anti-Arrhythmia Agents
DB00489	Sotalol	CHEBI:35530	beta-adrenergic antagonist
DB00489	Sotalol	CHEBI:38070	anti-arrhythmia drug
DB00489	Sotalol	D002317	Cardiovascular Agents
DB00489	Sotalol	D018377	Neurotransmitter Agents
DB00489	Sotalol	D013565	Sympatholytics
DB00490	Buspirone	D014151	Anti-Anxiety Agents
DB00490	Buspirone	CHEBI:35941	serotonergic agonist
DB00490	Buspirone	CHEBI:35717	sedative
DB00490	Buspirone	CHEBI:35474	anxiolytic drug
DB00490	Buspirone	D002491	Central Nervous System Agents
DB00490	Buspirone	D002492	Central Nervous System Depressants
DB00490	Buspirone	D018377	Neurotransmitter Agents
DB00490	Buspirone	D011619	Psychotropic Drugs
DB00490	Buspirone	D018490	Serotonin Agents
DB00490	Buspirone	D017366	Serotonin Receptor Agonists
DB00490	Buspirone	D014149	Tranquilizing Agents
DB00491	Miglitol	N0000000166	alpha Glucosidase Inhibitors
DB00491	Miglitol	N0000175559	alpha-Glucosidase Inhibitor
DB00491	Miglitol	D004791	Enzyme Inhibitors
DB00491	Miglitol	D065089	Glycoside Hydrolase Inhibitors
DB00491	Miglitol	D007004	Hypoglycemic Agents
DB00492	Fosinopril	N0000175562	Angiotensin Converting Enzyme Inhibitor
DB00492	Fosinopril	D000806	Angiotensin-Converting Enzyme Inhibitors
DB00492	Fosinopril	D000889	Anti-Arrhythmia Agents
DB00492	Fosinopril	CHEBI:35457	EC 3.4.15.1 (peptidyl-dipeptidase A) inhibitor
DB00492	Fosinopril	CHEBI:50266	prodrug
DB00492	Fosinopril	CHEBI:35674	antihypertensive agent
DB00492	Fosinopril	D000959	Antihypertensive Agents
DB00492	Fosinopril	D002317	Cardiovascular Agents
DB00492	Fosinopril	D004791	Enzyme Inhibitors
DB00492	Fosinopril	D011480	Protease Inhibitors
DB00493	Cefotaxime	N0000175488	Cephalosporin Antibacterial
DB00493	Cefotaxime	N0000011161	Cephalosporins
DB00493	Cefotaxime	D000900	Anti-Bacterial Agents
DB00493	Cefotaxime	D000890	Anti-Infective Agents
DB00493	Cefotaxime	CHEBI:88188	drug allergen
DB00493	Cefotaxime	CHEBI:36047	antibacterial drug
DB00494	Entacapone	N0000175757	Catechol-O-Methyltransferase Inhibitor
DB00494	Entacapone	D018726	Anti-Dyskinesia Agents
DB00494	Entacapone	CHEBI:35470	central nervous system drug
DB00494	Entacapone	CHEBI:66956	antidyskinesia agent
DB00494	Entacapone	CHEBI:48407	antiparkinson drug
DB00494	Entacapone	D000978	Antiparkinson Agents
DB00494	Entacapone	D065098	Catechol O-Methyltransferase Inhibitors
DB00494	Entacapone	D002491	Central Nervous System Agents
DB00494	Entacapone	D004791	Enzyme Inhibitors
DB00495	Zidovudine	N0000175462	Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor
DB00495	Zidovudine	N0000175459	Nucleoside Analog
DB00495	Zidovudine	N0000009947	Nucleoside Reverse Transcriptase Inhibitors
DB00495	Zidovudine	D019380	Anti-HIV Agents
DB00495	Zidovudine	D000890	Anti-Infective Agents
DB00495	Zidovudine	CHEBI:36044	antiviral drug
DB00495	Zidovudine	D000963	Antimetabolites
DB00495	Zidovudine	D000998	Antiviral Agents
DB00495	Zidovudine	D004791	Enzyme Inhibitors
DB00495	Zidovudine	D009676	Noxae
DB00495	Zidovudine	D019384	Nucleic Acid Synthesis Inhibitors
DB00495	Zidovudine	D018894	Reverse Transcriptase Inhibitors
DB00496	Darifenacin	N0000175700	Cholinergic Muscarinic Antagonist
DB00496	Darifenacin	N0000000125	Cholinergic Muscarinic Antagonists
DB00496	Darifenacin	CHEBI:48876	muscarinic antagonist
DB00496	Darifenacin	CHEBI:53784	antispasmodic drug
DB00496	Darifenacin	D018678	Cholinergic Agents
DB00496	Darifenacin	D018680	Cholinergic Antagonists
DB00496	Darifenacin	D018727	Muscarinic Antagonists
DB00496	Darifenacin	D018377	Neurotransmitter Agents
DB00496	Darifenacin	D064804	Urological Agents
DB00497	Oxycodone	N0000175684	Full Opioid Agonists
DB00497	Oxycodone	N0000175690	Opioid Agonist
DB00497	Oxycodone	D000700	Analgesics
DB00497	Oxycodone	D000701	Analgesics, Opioid
DB00497	Oxycodone	CHEBI:35482	opioid analgesic
DB00497	Oxycodone	CHEBI:55322	mu-opioid receptor agonist
DB00497	Oxycodone	CHEBI:51177	antitussive
DB00497	Oxycodone	D002491	Central Nervous System Agents
DB00497	Oxycodone	D002492	Central Nervous System Depressants
DB00497	Oxycodone	D009294	Narcotics
DB00497	Oxycodone	D018689	Sensory System Agents
DB00498	Phenindione	CHEBI:50249	anticoagulant
DB00498	Phenindione	D000925	Anticoagulants
DB00498	Phenindione	D006401	Hematologic Agents
DB00499	Flutamide	N0000000243	Androgen Receptor Antagonists
DB00499	Flutamide	N0000175560	Androgen Receptor Inhibitor
DB00499	Flutamide	D000726	Androgen Antagonists
DB00499	Flutamide	CHEBI:35610	antineoplastic agent
DB00499	Flutamide	CHEBI:35497	androgen antagonist
DB00499	Flutamide	D000970	Antineoplastic Agents
DB00499	Flutamide	D018931	Antineoplastic Agents, Hormonal
DB00499	Flutamide	D006727	Hormone Antagonists
DB00500	Tolmetin	N0000175721	Nonsteroidal Anti-inflammatory Compounds
DB00500	Tolmetin	N0000175722	Nonsteroidal Anti-inflammatory Drug
DB00500	Tolmetin	D000700	Analgesics
DB00500	Tolmetin	D018712	Analgesics, Non-Narcotic
DB00500	Tolmetin	D000893	Anti-Inflammatory Agents
DB00500	Tolmetin	CHEBI:35475	non-steroidal anti-inflammatory drug
DB00500	Tolmetin	D000894	Anti-Inflammatory Agents, Non-Steroidal
DB00500	Tolmetin	D018501	Antirheumatic Agents
DB00500	Tolmetin	D016861	Cyclooxygenase Inhibitors
DB00500	Tolmetin	D004791	Enzyme Inhibitors
DB00500	Tolmetin	D018689	Sensory System Agents
DB00501	Cimetidine	N0000000151	Histamine H2 Receptor Antagonists
DB00501	Cimetidine	N0000175784	Histamine-2 Receptor Antagonist
DB00501	Cimetidine	CHEBI:37961	H2-receptor antagonist
DB00501	Cimetidine	CHEBI:35480	analgesic
DB00501	Cimetidine	CHEBI:60809	adjuvant
DB00501	Cimetidine	CHEBI:49201	anti-ulcer drug
DB00501	Cimetidine	D000897	Anti-Ulcer Agents
DB00501	Cimetidine	D065609	Cytochrome P-450 CYP1A2 Inhibitors
DB00501	Cimetidine	D065607	Cytochrome P-450 Enzyme Inhibitors
DB00501	Cimetidine	D004791	Enzyme Inhibitors
DB00501	Cimetidine	D005765	Gastrointestinal Agents
DB00501	Cimetidine	D018494	Histamine Agents
DB00501	Cimetidine	D006633	Histamine Antagonists
DB00501	Cimetidine	D006635	Histamine H2 Antagonists
DB00501	Cimetidine	D018377	Neurotransmitter Agents
DB00502	Haloperidol	D014150	Antipsychotic Agents
DB00502	Haloperidol	D002491	Central Nervous System Agents
DB00502	Haloperidol	D002492	Central Nervous System Depressants
DB00502	Haloperidol	D011619	Psychotropic Drugs
DB00502	Haloperidol	D014149	Tranquilizing Agents
DB00502	Haloperidol	N0000180182	Typical Antipsychotic
DB00502	Haloperidol	D018726	Anti-Dyskinesia Agents
DB00502	Haloperidol	CHEBI:48561	dopaminergic antagonist
DB00502	Haloperidol	CHEBI:66956	antidyskinesia agent
DB00502	Haloperidol	CHEBI:50919	antiemetic
DB00502	Haloperidol	CHEBI:65190	first generation antipsychotic
DB00502	Haloperidol	CHEBI:48279	serotonergic antagonist
DB00502	Haloperidol	D000932	Antiemetics
DB00502	Haloperidol	D014150	Antipsychotic Agents
DB00502	Haloperidol	D002491	Central Nervous System Agents
DB00502	Haloperidol	D002492	Central Nervous System Depressants
DB00502	Haloperidol	D015259	Dopamine Agents
DB00502	Haloperidol	D018492	Dopamine Antagonists
DB00502	Haloperidol	D005765	Gastrointestinal Agents
DB00502	Haloperidol	D018377	Neurotransmitter Agents
DB00502	Haloperidol	D011619	Psychotropic Drugs
DB00502	Haloperidol	D014149	Tranquilizing Agents
DB00503	Ritonavir	N0000191001	Cytochrome P450 3A Inhibitor
DB00503	Ritonavir	N0000175889	Protease Inhibitor
DB00503	Ritonavir	N0000190114	Cytochrome P450 3A Inhibitors
DB00503	Ritonavir	D019380	Anti-HIV Agents
DB00503	Ritonavir	D000890	Anti-Infective Agents
DB00503	Ritonavir	CHEBI:36044	antiviral drug
DB00503	Ritonavir	D000998	Antiviral Agents
DB00503	Ritonavir	D065692	Cytochrome P-450 CYP3A Inhibitors
DB00503	Ritonavir	D065607	Cytochrome P-450 Enzyme Inhibitors
DB00503	Ritonavir	D004791	Enzyme Inhibitors
DB00503	Ritonavir	D017320	HIV Protease Inhibitors
DB00503	Ritonavir	D011480	Protease Inhibitors
DB00503	Ritonavir	N0000182137	Cytochrome P450 2D6 Inhibitors
DB00503	Ritonavir	N0000185607	Cytochrome P450 2C19 Inducers
DB00503	Ritonavir	N0000190118	Cytochrome P450 3A Inducers
DB00503	Ritonavir	N0000185503	P-Glycoprotein Inhibitors
DB00503	Ritonavir	N0000190113	Breast Cancer Resistance Protein Inhibitors
DB00503	Ritonavir	N0000182141	Cytochrome P450 3A4 Inhibitors
DB00504	Levallorphan	D002491	Central Nervous System Agents
DB00504	Levallorphan	D009292	Narcotic Antagonists
DB00504	Levallorphan	D018689	Sensory System Agents
DB00507	Nitazoxanide	N0000175485	Antiprotozoal
DB00507	Nitazoxanide	D000890	Anti-Infective Agents
DB00507	Nitazoxanide	D000977	Antiparasitic Agents
DB00508	Triflupromazine	CHEBI:48561	dopaminergic antagonist
DB00508	Triflupromazine	CHEBI:50919	antiemetic
DB00508	Triflupromazine	CHEBI:65190	first generation antipsychotic
DB00508	Triflupromazine	D000932	Antiemetics
DB00508	Triflupromazine	D014150	Antipsychotic Agents
DB00508	Triflupromazine	D002491	Central Nervous System Agents
DB00508	Triflupromazine	D002492	Central Nervous System Depressants
DB00508	Triflupromazine	D015259	Dopamine Agents
DB00508	Triflupromazine	D018492	Dopamine Antagonists
DB00508	Triflupromazine	D005765	Gastrointestinal Agents
DB00508	Triflupromazine	D018377	Neurotransmitter Agents
DB00508	Triflupromazine	D011619	Psychotropic Drugs
DB00508	Triflupromazine	D014149	Tranquilizing Agents
DB00511	Acetyldigitoxin	CHEBI:38070	anti-arrhythmia drug
DB00511	Acetyldigitoxin	CHEBI:38147	cardiotonic drug
DB00512	Vancomycin	N0000175491	Glycopeptide Antibacterial
DB00512	Vancomycin	N0000007889	Glycopeptides
DB00512	Vancomycin	D000900	Anti-Bacterial Agents
DB00512	Vancomycin	D000890	Anti-Infective Agents
DB00513	Aminocaproic Acid	N0000175634	Antifibrinolytic Agent
DB00513	Aminocaproic Acid	N0000175632	Decreased Fibrinolysis
DB00513	Aminocaproic Acid	CHEBI:48675	antifibrinolytic drug
DB00513	Aminocaproic Acid	CHEBI:50248	hematologic agent
DB00513	Aminocaproic Acid	D000933	Antifibrinolytic Agents
DB00513	Aminocaproic Acid	D003029	Coagulants
DB00513	Aminocaproic Acid	D006401	Hematologic Agents
DB00513	Aminocaproic Acid	D006490	Hemostatics
DB00514	Dextromethorphan	N0000181821	Uncompetitive N-methyl-D-aspartate Receptor Antagonist
DB00514	Dextromethorphan	N0000182149	Sigma-1 Agonist
DB00514	Dextromethorphan	N0000181819	Uncompetitive NMDA Receptor Antagonists
DB00514	Dextromethorphan	N0000182147	Sigma-1 Receptor Agonists
DB00514	Dextromethorphan	CHEBI:51177	antitussive
DB00514	Dextromethorphan	D000996	Antitussive Agents
DB00514	Dextromethorphan	D002491	Central Nervous System Agents
DB00514	Dextromethorphan	D018691	Excitatory Amino Acid Antagonists
DB00514	Dextromethorphan	D018377	Neurotransmitter Agents
DB00514	Dextromethorphan	D019141	Respiratory System Agents
DB00515	Cisplatin	N0000175413	Platinum-based Drug
DB00515	Cisplatin	N0000175073	Platinum-containing Compounds
DB00515	Cisplatin	CHEBI:50684	cross-linking reagent
DB00515	Cisplatin	CHEBI:47868	photosensitizing agent
DB00515	Cisplatin	CHEBI:35610	antineoplastic agent
DB00515	Cisplatin	D000970	Antineoplastic Agents
DB00515	Cisplatin	D003432	Cross-Linking Reagents
DB00515	Cisplatin	D007202	Indicators and Reagents
DB00515	Cisplatin	D011838	Radiation-Sensitizing Agents
DB00517	Anisotropine Methylbromide	CHEBI:49201	anti-ulcer drug
DB00517	Anisotropine Methylbromide	CHEBI:48876	muscarinic antagonist
DB00517	Anisotropine Methylbromide	CHEBI:50370	parasympatholytic
DB00518	Albendazole	N0000175481	Antihelminthic
DB00518	Albendazole	D000871	Anthelmintics
DB00518	Albendazole	D000890	Anti-Infective Agents
DB00518	Albendazole	CHEBI:35443	anthelminthic drug
DB00518	Albendazole	D000923	Anticestodal Agents
DB00518	Albendazole	D050256	Antimitotic Agents
DB00518	Albendazole	D000977	Antiparasitic Agents
DB00518	Albendazole	D000980	Antiplatyhelmintic Agents
DB00518	Albendazole	D000981	Antiprotozoal Agents
DB00518	Albendazole	D050257	Tubulin Modulators
DB00518	Albendazole	N0000191624	Cytochrome P450 1A Inducers
DB00519	Trandolapril	N0000175562	Angiotensin Converting Enzyme Inhibitor
DB00519	Trandolapril	D000806	Angiotensin-Converting Enzyme Inhibitors
DB00519	Trandolapril	D000959	Antihypertensive Agents
DB00519	Trandolapril	D002317	Cardiovascular Agents
DB00519	Trandolapril	D004791	Enzyme Inhibitors
DB00519	Trandolapril	D011480	Protease Inhibitors
DB00520	Caspofungin	N0000175507	Echinocandin Antifungal
DB00520	Caspofungin	N0000175508	Lipopeptides
DB00520	Caspofungin	D000890	Anti-Infective Agents
DB00520	Caspofungin	CHEBI:35441	antiinfective agent
DB00520	Caspofungin	D000935	Antifungal Agents
DB00521	Carteolol	N0000175556	beta-Adrenergic Blocker
DB00521	Carteolol	D018663	Adrenergic Agents
DB00521	Carteolol	D018674	Adrenergic Antagonists
DB00521	Carteolol	D000319	Adrenergic beta-Antagonists
DB00521	Carteolol	D000889	Anti-Arrhythmia Agents
DB00521	Carteolol	CHEBI:35530	beta-adrenergic antagonist
DB00521	Carteolol	CHEBI:35674	antihypertensive agent
DB00521	Carteolol	CHEBI:66991	sympatholytic agent
DB00521	Carteolol	CHEBI:39456	antiglaucoma drug
DB00521	Carteolol	CHEBI:38070	anti-arrhythmia drug
DB00521	Carteolol	D000959	Antihypertensive Agents
DB00521	Carteolol	D002317	Cardiovascular Agents
DB00521	Carteolol	D018377	Neurotransmitter Agents
DB00521	Carteolol	D013565	Sympatholytics
DB00523	Alitretinoin	N0000175607	Retinoid
DB00523	Alitretinoin	N0000007700	Retinoids
DB00523	Alitretinoin	CHEBI:35610	antineoplastic agent
DB00523	Alitretinoin	CHEBI:50176	keratolytic drug
DB00523	Alitretinoin	D000970	Antineoplastic Agents
DB00524	Metolazone	N0000175359	Increased Diuresis
DB00524	Metolazone	N0000175420	Thiazide-like Diuretic
DB00524	Metolazone	CHEBI:35498	diuretic
DB00524	Metolazone	CHEBI:35674	antihypertensive agent
DB00524	Metolazone	D000959	Antihypertensive Agents
DB00524	Metolazone	D002317	Cardiovascular Agents
DB00524	Metolazone	D004232	Diuretics
DB00524	Metolazone	D049990	Membrane Transport Modulators
DB00524	Metolazone	D045283	Natriuretic Agents
DB00524	Metolazone	D049993	Sodium Chloride Symporter Inhibitors
DB00525	Tolnaftate	D000890	Anti-Infective Agents
DB00525	Tolnaftate	CHEBI:86327	antifungal drug
DB00525	Tolnaftate	D000935	Antifungal Agents
DB00526	Oxaliplatin	N0000175413	Platinum-based Drug
DB00526	Oxaliplatin	N0000175073	Platinum-containing Compounds
DB00526	Oxaliplatin	CHEBI:35610	antineoplastic agent
DB00526	Oxaliplatin	D000970	Antineoplastic Agents
DB00527	Cinchocaine	N0000185508	Standardized Chemical Allergen
DB00527	Cinchocaine	N0000175629	Increased Histamine Release
DB00527	Cinchocaine	N0000184306	Cell-mediated Immunity
DB00527	Cinchocaine	N0000171131	Allergens
DB00527	Cinchocaine	D000777	Anesthetics
DB00527	Cinchocaine	D000779	Anesthetics, Local
DB00527	Cinchocaine	CHEBI:48425	topical anaesthetic
DB00527	Cinchocaine	D002491	Central Nervous System Agents
DB00527	Cinchocaine	D002492	Central Nervous System Depressants
DB00527	Cinchocaine	D018689	Sensory System Agents
DB00528	Lercanidipine	D000959	Antihypertensive Agents
DB00528	Lercanidipine	D002121	Calcium Channel Blockers
DB00528	Lercanidipine	D002317	Cardiovascular Agents
DB00528	Lercanidipine	D049990	Membrane Transport Modulators
DB00529	Foscarnet	N0000020060	DNA Polymerase Inhibitors
DB00529	Foscarnet	N0000175469	Pyrophosphate Analog
DB00529	Foscarnet	N0000175470	Pyrophosphate Analog DNA Polymerase Inhibitor
DB00529	Foscarnet	D000890	Anti-Infective Agents
DB00529	Foscarnet	D000998	Antiviral Agents
DB00529	Foscarnet	D004791	Enzyme Inhibitors
DB00529	Foscarnet	D019384	Nucleic Acid Synthesis Inhibitors
DB00529	Foscarnet	D018894	Reverse Transcriptase Inhibitors
DB00530	Erlotinib	N0000175605	Kinase Inhibitor
DB00530	Erlotinib	CHEBI:35610	antineoplastic agent
DB00530	Erlotinib	D000970	Antineoplastic Agents
DB00530	Erlotinib	D004791	Enzyme Inhibitors
DB00530	Erlotinib	D047428	Protein Kinase Inhibitors
DB00531	Cyclophosphamide	D000477	Alkylating Agents
DB00531	Cyclophosphamide	CHEBI:35610	antineoplastic agent
