GeneID	drugbank_id	drugbank_name	TARGET_NAME	TARGET_FAMILY	ACTION_TYPE	SOURCE	REFERENCE
154	DB00867	Ritodrine	Beta-2 adrenergic receptor	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL785
154	DB00871	Terbutaline	Beta-2 adrenergic receptor	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1160544
154	DB00938	Salmeterol	Beta-2 adrenergic receptor	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1263
154	DB00960	Pindolol	Beta-2 adrenergic receptor	GPCR	PARTIAL AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL500
154	DB00983	Formoterol	Beta-2 adrenergic receptor	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1256786
154	DB01001	Salbutamol	Beta-2 adrenergic receptor	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL714
154	DB01064	Isoprenaline	Beta-2 adrenergic receptor	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL434
154	DB01136	Carvedilol	Beta-2 adrenergic receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL723
154	DB01203	Nadolol	Beta-2 adrenergic receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL649
154	DB01210	Levobunolol	Beta-2 adrenergic receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201237
154	DB01214	Metipranolol	Beta-2 adrenergic receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1291
154	DB01274	Arformoterol	Beta-2 adrenergic receptor	GPCR	AGONIST	DRUG LABEL	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/021912s013lbl.pdf
154	DB01288	Fenoterol	Beta-2 adrenergic receptor	GPCR	AGONIST	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=557
154	DB01291	Pirbuterol	Beta-2 adrenergic receptor	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1094966
154	DB01359	Penbutolol	Beta-2 adrenergic receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1290
154	DB01364	Ephedrine	Beta-2 adrenergic receptor	GPCR	AGONIST	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=556
154	DB01366	Procaterol	Beta-2 adrenergic receptor	GPCR	AGONIST	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=3464
154	DB01580	Oxprenolol	Beta-2 adrenergic receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL546
154	DB04861	Nebivolol	Beta-2 adrenergic receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL434394
154	DB05039	Indacaterol	Beta-2 adrenergic receptor	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1095777
154	DB08808	Bupranolol	Beta-2 adrenergic receptor	GPCR	ANTAGONIST	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=550
7525	DB01254	Dasatinib	Tyrosine-protein kinase Yes	Kinase	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421
4067	DB06616	Bosutinib	Tyrosine-protein kinase Lyn	Kinase	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441
5979	DB00398	Sorafenib	Proto-oncogene tyrosine-protein kinase receptor Ret	Kinase	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1336
5979	DB01268	Sunitinib	Proto-oncogene tyrosine-protein kinase receptor Ret	Kinase	INHIBITOR	DRUG LABEL	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/021938s027lbl.pdf
5979	DB05294	Vandetanib	Proto-oncogene tyrosine-protein kinase receptor Ret	Kinase	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL24828
1129	DB00209	Trospium	Muscarinic acetylcholine receptor M2	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1888176
1129	DB00424	Hyoscyamine	Muscarinic acetylcholine receptor M2	GPCR	ANTAGONIST	KEGG DRUG	http://www.kegg.jp/entry/D00147
1129	DB00483	Gallamine Triethiodide	Muscarinic acetylcholine receptor M2	GPCR	NEGATIVE ALLOSTERIC MODULATOR	SCIENTIFIC LITERATURE	http://www.ncbi.nlm.nih.gov/pubmed/18305010
1129	DB00572	Atropine	Muscarinic acetylcholine receptor M2	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL517712
1129	DB00782	Propantheline	Muscarinic acetylcholine receptor M2	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1180725
1129	DB00986	Glycopyrrolate	Muscarinic acetylcholine receptor M2	GPCR	ANTAGONIST	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7459
1129	DB01019	Bethanechol	Muscarinic acetylcholine receptor M2	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1482
1129	DB01036	Tolterodine	Muscarinic acetylcholine receptor M2	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1382
1129	DB01062	Oxybutynin	Muscarinic acetylcholine receptor M2	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1231
1129	DB01591	Solifenacin	Muscarinic acetylcholine receptor M2	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1734
1129	DB06702	Fesoterodine	Muscarinic acetylcholine receptor M2	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201764
1132	DB00986	Glycopyrrolate	Muscarinic acetylcholine receptor M4	GPCR	ANTAGONIST	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7459
4306	DB00421	Spironolactone	Mineralocorticoid receptor	Nuclear hormone receptor	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1393
4306	DB00687	Fludrocortisone	Mineralocorticoid receptor	Nuclear hormone receptor	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201010
4306	DB00700	Eplerenone	Mineralocorticoid receptor	Nuclear hormone receptor	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1095097
4306	DB01395	Drospirenone	Mineralocorticoid receptor	Nuclear hormone receptor	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1509
12933831	DB00229	Cefotiam	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1296
12933831	DB00267	Cefmenoxime	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201086
12933831	DB00274	Cefmetazole	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201118
12933831	DB00319	Piperacillin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200820
12933831	DB00415	Ampicillin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL453388
12933831	DB00417	Penicillin V	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200852
12933831	DB00430	Cefpiramide	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201204
12933831	DB00456	Cefalotin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL617
12933831	DB00535	Cefdinir	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL927
12933831	DB00567	Cephalexin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1727
12933831	DB00578	Carbenicillin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1596
12933831	DB00578	Carbenicillin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1214
12933831	DB00671	Cefixime	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1541
12933831	DB00689	Cephaloglycin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200971
12933831	DB00833	Cefaclor	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201018
12933831	DB00923	Ceforanide	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201046
12933831	DB00948	Mezlocillin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1731
12933831	DB01000	Cyclacillin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200356
12933831	DB01053	Benzylpenicillin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200651
12933831	DB01053	Benzylpenicillin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1223
12933831	DB01060	Amoxicillin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1082
12933831	DB01066	Cefditoren	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL454446
12933831	DB01112	Cefuroxime	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1095930
12933831	DB01112	Cefuroxime	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1436
12933831	DB01139	Cefapirin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1599
12933831	DB01140	Cefadroxil	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1644
12933831	DB01327	Cefazolin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200523
12933831	DB01328	Cefonicid	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1601
12933831	DB01329	Cefoperazone	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL507674
12933831	DB01330	Cefotetan	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL474579
12933831	DB01331	Cefoxitin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL996
12933831	DB01332	Ceftizoxime	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL528
12933831	DB01333	Cefradine	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1604
12933831	DB01413	Cefepime	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL186
12933831	DB01415	Ceftibuten	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1605
12933831	DB01598	Imipenem	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL43708
12933831	DB01602	Bacampicillin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1583
12933831	DB01607	Ticarcillin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1449
12933831	DB06590	Ceftaroline fosamil	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL454983
945455	DB00229	Cefotiam	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1296
945455	DB00267	Cefmenoxime	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201086
945455	DB00274	Cefmetazole	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201118
945455	DB00319	Piperacillin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200820
945455	DB00415	Ampicillin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL453388
945455	DB00417	Penicillin V	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200852
945455	DB00430	Cefpiramide	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201204
945455	DB00456	Cefalotin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL617
945455	DB00535	Cefdinir	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL927
945455	DB00567	Cephalexin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1727
945455	DB00578	Carbenicillin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1596
945455	DB00578	Carbenicillin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1214
945455	DB00671	Cefixime	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1541
945455	DB00689	Cephaloglycin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200971
945455	DB00833	Cefaclor	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201018
945455	DB00923	Ceforanide	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201046
945455	DB00948	Mezlocillin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1731
945455	DB01000	Cyclacillin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200356
945455	DB01053	Benzylpenicillin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200651
945455	DB01053	Benzylpenicillin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1223
945455	DB01060	Amoxicillin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1082
945455	DB01066	Cefditoren	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL454446
945455	DB01112	Cefuroxime	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1095930
945455	DB01112	Cefuroxime	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1436
945455	DB01139	Cefapirin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1599
945455	DB01140	Cefadroxil	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1644
945455	DB01327	Cefazolin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200523
945455	DB01328	Cefonicid	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1601
945455	DB01329	Cefoperazone	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL507674
945455	DB01330	Cefotetan	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL474579
945455	DB01331	Cefoxitin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL996
945455	DB01332	Ceftizoxime	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL528
945455	DB01333	Cefradine	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1604
945455	DB01413	Cefepime	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL186
945455	DB01415	Ceftibuten	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1605
945455	DB01598	Imipenem	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL43708
945455	DB01602	Bacampicillin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1583
945455	DB01607	Ticarcillin	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1449
945455	DB06590	Ceftaroline fosamil	Bacterial penicillin-binding protein	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL454983
3674	DB00775	Tirofiban	Integrin alpha-IIb/beta-3	Adhesion	INHIBITOR	DRUG LABEL	http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/020912s021,020913s018lbl.pdf
4233	DB08865	Crizotinib	Hepatocyte growth factor receptor	Kinase	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL601719
153	DB00187	Esmolol	Beta-1 adrenergic receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL768
153	DB00195	Betaxolol	Beta-1 adrenergic receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL423
153	DB00264	Metoprolol	Beta-1 adrenergic receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL13
153	DB00335	Atenolol	Beta-1 adrenergic receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL24
153	DB00368	Norepinephrine	Adrenergic receptor	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2103827
153	DB06262	Droxidopa	Adrenergic receptor	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2103827
153	DB00368	Norepinephrine	Beta-1 adrenergic receptor	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1437
153	DB00373	Timolol	Beta-1 adrenergic receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL499
153	DB00489	Sotalol	Beta-1 adrenergic receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1700
153	DB00521	Carteolol	Beta-1 adrenergic receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL839
153	DB00571	Propranolol	Beta-1 adrenergic receptor	GPCR	ANTAGONIST	DRUG LABEL	http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/016419s029lbl.pdf
153	DB00598	Labetalol	Beta-1 adrenergic receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL429
153	DB00612	Bisoprolol	Beta-1 adrenergic receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL645
153	DB00668	Epinephrine	Beta-1 adrenergic receptor	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL679
153	DB00841	Dobutamine	Beta-1 adrenergic receptor	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL926
153	DB00866	Alprenolol	Beta-1 adrenergic receptor	GPCR	ANTAGONIST	KEGG DRUG	http://www.kegg.jp/entry/D01182
153	DB00960	Pindolol	Beta-1 adrenergic receptor	GPCR	PARTIAL AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL500
153	DB00988	Dopamine	Beta-1 adrenergic receptor	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL59
153	DB01064	Isoprenaline	Beta-1 adrenergic receptor	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL434
153	DB01102	Arbutamine	Beta-1 adrenergic receptor	GPCR	AGONIST	SCIENTIFIC LITERATURE	http://www.ncbi.nlm.nih.gov/pubmed/8723169
153	DB01136	Carvedilol	Beta-1 adrenergic receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL723
153	DB01182	Propafenone	Beta-1 adrenergic receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL631
153	DB01193	Acebutolol	Beta-1 adrenergic receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL642
153	DB01203	Nadolol	Beta-1 adrenergic receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL649
153	DB01210	Levobunolol	Beta-1 adrenergic receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201237
153	DB01214	Metipranolol	Beta-1 adrenergic receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1291
153	DB01295	Bevantolol	Beta-1 adrenergic receptor	GPCR	ANTAGONIST	SCIENTIFIC LITERATURE	http://www.ncbi.nlm.nih.gov/pubmed/2858236
153	DB01297	Practolol	Beta-1 adrenergic receptor	GPCR	ANTAGONIST	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=555
153	DB01359	Penbutolol	Beta-1 adrenergic receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1290
153	DB01580	Oxprenolol	Beta-1 adrenergic receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL546
153	DB04861	Nebivolol	Beta-1 adrenergic receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL434394
153	DB08808	Bupranolol	Beta-1 adrenergic receptor	GPCR	ANTAGONIST	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=550
3055	DB06616	Bosutinib	Tyrosine-protein kinase HCK	Kinase	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441
3350	DB00490	Buspirone	5-hydroxytryptamine receptor 1A	GPCR	PARTIAL AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL49
3350	DB01238	Aripiprazole	5-hydroxytryptamine receptor 1A	GPCR	PARTIAL AGONIST	DRUG LABEL	http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/207533s000lbl.pdf
3350	DB06684	Vilazodone	5-hydroxytryptamine receptor 1A	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1615374
1133	DB00986	Glycopyrrolate	Muscarinic acetylcholine receptor M5	GPCR	ANTAGONIST	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7459
150	DB00368	Norepinephrine	Adrenergic receptor	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2103827
150	DB06262	Droxidopa	Adrenergic receptor	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2103827
150	DB00368	Norepinephrine	Alpha-2A adrenergic receptor	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1437
