class_id	class_name	class_source	class_type	url
N0000007618	Ergolines	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000007618
N0000007620	Ergot Alkaloids	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000007620
N0000007621	Ergotamines	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000007621
N0000007632	Thyroxine	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000007632
N0000007641	Nicotinic Acids	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000007641
N0000007647	Nitrates	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000007647
N0000007658	Nitrofurans	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000007658
N0000007659	Nitrogen Mustard Compounds	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000007659
N0000007663	Nitroimidazoles	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000007663
N0000007672	Polyenes	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000007672
N0000007681	Amides	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000007681
N0000007683	Organometallic Compounds	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000007683
N0000007698	Biguanides	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000007698
N0000007700	Retinoids	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000007700
N0000007706	Prostaglandins	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000007706
N0000007707	Diphosphonates	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000007707
N0000007710	Prostaglandins E, Synthetic	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000007710
N0000007715	Catecholamines	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000007715
N0000007770	Deoxyuridine	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000007770
N0000007780	Vinca Alkaloids	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000007780
N0000007822	Polymyxins	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000007822
N0000007853	Aminoglycosides	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000007853
N0000007883	Amphetamines	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000007883
N0000007888	Bismuth	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000007888
N0000007889	Glycopeptides	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000007889
N0000007893	Glycosaminoglycans	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000007893
N0000007909	Psoralens	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000007909
N0000007911	Rifamycins	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000007911
N0000007948	Tetracyclines	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000007948
N0000007961	Heparin, Low-Molecular-Weight	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000007961
N0000007983	Hydroxy Acids	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000007983
N0000008010	Cannabinoids	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000008010
N0000008016	Barbiturates	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000008016
N0000008048	Sulfonamides	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000008048
N0000008053	Sulfones	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000008053
N0000008054	Sulfonylurea Compounds	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000008054
N0000008065	Purines	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000008065
N0000008118	Xanthines	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000008118
N0000008157	Cardiac Glycosides	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000008157
N0000008217	Azoles	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000008217
N0000008241	Androstanes	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000008241
N0000011161	Cephalosporins	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000011161
N0000011272	Thiazolidinediones	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000011272
N0000011280	Prostaglandins I	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000011280
N0000011281	Penicillins	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000011281
N0000011294	Carbapenems	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000011294
N0000011301	Progesterone Congeners	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000011301
N0000011311	Monobactams	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000011311
N0000011402	Estradiol Congeners	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000011402
N0000011414	Ketolides	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000011414
N0000011418	Streptogramins	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000011418
N0000166469	Thiazides	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000166469
N0000166489	Quaternary Ammonium Compounds	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000166489
N0000166743	Esters	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000166743
N0000167094	Benzothiazoles	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000167094
N0000167510	Estrogens, Conjugated (USP)	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000167510
N0000170118	PPAR alpha	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000170118
N0000170119	PPAR gamma	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000170119
N0000171131	Allergens	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000171131
N0000171207	Porphyrinogens	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000171207
N0000175073	Platinum-containing Compounds	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000175073
N0000175433	pleuromutilin	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000175433
N0000175442	Lincosamides	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000175442
N0000175459	Nucleoside Analog	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000175459
N0000175460	Non-Nucleoside Analog	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000175460
N0000175469	Pyrophosphate Analog	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000175469
N0000175479	Amphenicols	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000175479
N0000175508	Lipopeptides	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000175508
N0000175512	Methylated Sulfonamides	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000175512
N0000175721	Nonsteroidal Anti-inflammatory Compounds	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000175721
N0000186774	Diarylquinolines	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000186774
N0000191280	Lipoglycopeptides	FDA	Chemical/Ingredient	http://purl.bioontology.org/ontology/NDFRT/N0000191280
N0000175413	Platinum-based Drug	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175413
N0000175414	Anthracycline Topoisomerase Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175414
N0000175415	Nitrate Vasodilator	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175415
N0000175416	Prostacycline Vasodilator	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175416
N0000175418	Potassium-sparing Diuretic	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175418
N0000175419	Thiazide Diuretic	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175419
N0000175420	Thiazide-like Diuretic	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175420
N0000175421	Dihydropyridine Calcium Channel Blocker	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175421
N0000175423	Sympathomimetic Amine Anorectic	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175423
N0000175424	Norepinephrine, Serotonin, and Dopamine Reuptake Inhibitor Anorectic	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175424
N0000175425	Amphetamine Anorectic	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175425
N0000175426	Antiarrhythmic	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175426
N0000175427	Anti-anginal	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175427
N0000175428	Glinide	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175428
N0000175429	Antidote	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175429
N0000175430	Atypical Antipsychotic	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175430
N0000175431	Macrolide Antibacterial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175431
N0000175434	Pleuromutilin Antibacterial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175434
N0000175435	Nitroimidazole Antimicrobial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175435
N0000175443	Lincosamide Antibacterial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175443
N0000175454	Prostaglandin Analog	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175454
N0000175457	Calcineurin Inhibitor Immunosuppressant	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175457
N0000175461	Cytomegalovirus Nucleoside Analog DNA Polymerase Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175461
N0000175462	Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175462
N0000175463	Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175463
N0000175466	Nucleoside Analog Antiviral	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175466
N0000175467	Nucleoside Analog Antifungal	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175467
N0000175468	Herpesvirus Nucleoside Analog DNA Polymerase Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175468
N0000175470	Pyrophosphate Analog DNA Polymerase Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175470
N0000175473	Metal Chelator	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175473
N0000175476	Vitamin K Antagonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175476
N0000175477	Aminoglycoside Antibacterial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175477
N0000175480	Amphenicol-class Antibacterial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175480
N0000175481	Antihelminthic	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175481
N0000175482	Antimalarial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175482
N0000175483	Antimycobacterial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175483
N0000175484	Antiparasitic	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175484
N0000175485	Antiprotozoal	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175485
N0000175486	Antiseptic	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175486
N0000175487	Azole Antifungal	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175487
N0000175488	Cephalosporin Antibacterial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175488
N0000175489	Dihydrofolate Reductase Inhibitor Antibacterial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175489
N0000175491	Glycopeptide Antibacterial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175491
N0000175492	Ketolide Antibacterial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175492
N0000175493	Monobactam Antibacterial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175493
N0000175494	Nitrofuran Antibacterial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175494
N0000175495	Oxazolidinone Antibacterial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175495
N0000175496	Penem Antibacterial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175496
N0000175497	Penicillin-class Antibacterial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175497
N0000175498	Polyene Antifungal	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175498
N0000175499	Polymyxin-class Antibacterial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175499
N0000175500	Rifamycin Antibacterial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175500
N0000175501	Rifamycin Antimycobacterial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175501
N0000175502	Streptogramin Antibacterial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175502
N0000175503	Sulfonamide Antibacterial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175503
N0000175504	Sulfonamide Antimicrobial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175504
N0000175505	Tetracycline-class Antimicrobial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175505
N0000175507	Echinocandin Antifungal	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175507
N0000175510	Lipid-based Polyene Antifungal	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175510
N0000175511	Methylated Sulfonamide Antibacterial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175511
N0000175514	Renal Dehydropeptidase Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175514
N0000175515	RNA Synthetase Inhibitor Antibacterial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175515
N0000175517	Carbonic Anhydrase Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175517
N0000175518	Direct Thrombin Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175518
N0000175519	Histamine-1 Receptor Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175519
N0000175522	Iron Chelator	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175522
N0000175524	Neuraminidase Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175524
N0000175525	Proton Pump Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175525
N0000175536	Diagnostic Dye	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175536
N0000175539	Local Anesthetic	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175539
N0000175540	Photoenhancer	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175540
N0000175543	Influenza A M2 Protein Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175543
N0000175552	alpha-Adrenergic Agonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175552
N0000175553	alpha-Adrenergic Blocker	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175553
N0000175554	Central alpha-2 Adrenergic Agonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175554
N0000175555	beta-Adrenergic Agonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175555
N0000175556	beta-Adrenergic Blocker	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175556
N0000175557	Aldosterone Antagonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175557
N0000175558	Alkylating Drug	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175558
N0000175559	alpha-Glucosidase Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175559
N0000175560	Androgen Receptor Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175560
N0000175561	Angiotensin 2 Receptor Blocker	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175561
N0000175562	Angiotensin Converting Enzyme Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175562
N0000175563	Aromatase Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175563
N0000175564	Arteriolar Vasodilator	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175564
N0000175565	Biguanide	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175565
N0000175566	Calcium Channel Blocker	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175566
N0000175568	Cardiac Glycoside	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175568
N0000175569	Catecholamine Synthesis Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175569
N0000175570	Catecholamine	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175570
N0000175572	CCR5 Co-receptor Antagonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175572
N0000175573	Chloride Channel Activator	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175573
N0000175574	Anticholinergic	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175574
N0000175576	Corticosteroid	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175576
N0000175578	Platelet Aggregation Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175578
N0000175579	Bisphosphonate	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175579
N0000175580	Dopaminergic Agonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175580
N0000175584	Folate Analog Metabolic Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175584
N0000175586	Low Molecular Weight Heparin	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175586
N0000175587	Histamine-1 Receptor Antagonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175587
N0000175588	Histone Deacetylase Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175588
N0000175589	HMG-CoA Reductase Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175589
N0000175590	Loop Diuretic	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175590
N0000175591	Intestinal Lipase Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175591
N0000175592	Microtubule Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175592
N0000175594	Nicotinic Acid	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175594
N0000175595	Nucleoside Metabolic Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175595
N0000175596	Peroxisome Proliferator Receptor alpha Agonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175596
N0000175597	Phosphate Binder	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175597
N0000175598	Phosphodiesterase 3 Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175598
N0000175599	Phosphodiesterase 5 Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175599
N0000175602	Progestin	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175602
N0000175603	Prostacycline	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175603
N0000175605	Kinase Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175605
N0000175607	Retinoid	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175607
N0000175608	Sulfonylurea	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175608
N0000175609	Topoisomerase Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175609
N0000175611	Urease Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175611
N0000175612	Vinca Alkaloid	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175612
N0000175613	Antimetabolite Immunosuppressant	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175613
N0000175625	mTOR Inhibitor Immunosuppressant	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175625
N0000175630	Mast Cell Stabilizer	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175630
N0000175634	Antifibrinolytic Agent	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175634
N0000175637	Factor Xa Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175637
N0000175638	Platelet-reducing Agent	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175638
N0000175640	Catecholamine-depleting Sympatholytic	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175640
N0000175641	Autonomic Ganglionic Blocker	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175641
N0000175655	Gonadotropin Releasing Hormone Receptor Agonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175655
N0000175656	Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175656
N0000175679	Aldehyde Dehydrogenase Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175679
N0000175680	Benzodiazepine Antagonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175680
N0000175681	General Anesthetic	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175681
N0000175682	Amide Local Anesthetic	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175682
N0000175683	Ester Local Anesthetic	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175683
N0000175688	Partial Opioid Agonist/Antagonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175688
N0000175689	Partial Opioid Agonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175689
N0000175690	Opioid Agonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175690
N0000175691	Opioid Antagonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175691
N0000175692	Opioid Agonist/Antagonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175692
N0000175693	Barbiturate	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175693
N0000175694	Benzodiazepine	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175694
N0000175695	Norepinephrine Reuptake Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175695
N0000175696	Serotonin Reuptake Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175696
N0000175698	Xanthine Oxidase Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175698
N0000175700	Cholinergic Muscarinic Antagonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175700
